Rk,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Player URL,
1045,2012,2014,TOT,NBA,Jan Vesely,162,25,2455,263,505,263,503,0,2,64,157,225,337,562,96,107,84,123,384,590,.521,.523,.000,.521,.408,.514,/players/v/veselja01.html,
1046,2008,2016,TOT,NBA,Charlie Villanueva,536,110,10233,2037,4774,1420,2973,617,1801,602,772,552,1718,2270,425,245,274,497,1098,5293,.427,.478,.343,.491,.780,.518,/players/v/villach01.html,
1047,2008,2008,NOH,NBA,Marcus Vinicius,13,0,69,9,20,4,8,5,12,5,11,1,7,8,2,1,1,3,4,28,.450,.500,.417,.575,.455,.564,/players/v/vincima01.html,
1048,2015,2017,TOT,NBA,Noah Vonleh,177,97,2698,277,624,254,545,23,79,116,171,250,528,778,65,61,62,125,326,693,.444,.466,.291,.462,.678,.496,/players/v/vonleno01.html,
1049,2008,2009,TOT,NBA,Jake Voskuhl,82,1,626,49,125,49,125,0,0,35,43,51,105,156,21,12,25,46,143,133,.392,.392,,.392,.814,.462,/players/v/voskuja01.html,
1050,2012,2017,TOT,NBA,Nikola Vucevic,399,338,11912,2592,5159,2562,5058,30,101,593,825,1134,2820,3954,812,324,358,674,1071,5807,.502,.507,.297,.505,.719,.526,/players/v/vucevni01.html,
1051,2008,2017,TOT,NBA,Sasha Vujacic,391,47,6121,829,2060,432,1005,397,1055,304,359,131,634,765,494,235,28,233,586,2359,.402,.430,.376,.499,.847,.532,/players/v/vujacsa01.html,
1052,2008,2017,TOT,NBA,Dwyane Wade,651,646,22429,5567,11484,5199,10235,368,1249,3533,4629,786,2297,3083,3490,1040,564,2019,1382,15035,.485,.508,.295,.501,.763,.556,/players/w/wadedw01.html,
1053,2008,2012,TOT,NBA,Von Wafer,183,14,2401,384,889,284,593,100,296,166,221,33,193,226,142,70,19,127,143,1034,.432,.479,.338,.488,.751,.524,/players/w/wafervo01.html,
1054,2013,2017,TOT,NBA,Dion Waiters,335,153,9572,1704,4123,1305,2969,399,1154,631,904,149,742,891,909,335,89,611,659,4438,.413,.440,.346,.462,.698,.491,/players/w/waitedi01.html,
1055,2008,2008,MIN,NBA,Antoine Walker,46,1,892,136,375,75,187,61,188,35,66,56,112,168,45,33,8,46,80,368,.363,.401,.324,.444,.530,.455,/players/w/walkean02.html,
1056,2009,2015,TOT,NBA,Henry Walker,181,35,3016,386,865,196,350,190,515,117,154,55,346,401,153,93,27,142,375,1079,.446,.560,.369,.556,.760,.578,/players/w/walkebi01.html,
1057,2012,2017,TOT,NBA,Kemba Walker,443,398,15008,2845,6915,2053,4658,792,2257,1655,2001,265,1443,1708,2380,606,175,927,682,8137,.411,.441,.351,.469,.827,.522,/players/w/walkeke02.html,
1058,2011,2017,WAS,NBA,John Wall,500,488,18031,3417,7888,2991,6561,426,1327,2159,2728,293,1924,2217,4610,870,322,1912,1138,9419,.433,.456,.321,.460,.791,.518,/players/w/walljo01.html,
1059,2008,2012,TOT,NBA,Ben Wallace,313,252,7712,466,1034,464,1022,2,12,199,497,825,1357,2182,369,323,381,243,475,1133,.451,.454,.167,.452,.400,.452,/players/w/wallabe01.html,
1060,2008,2015,TOT,NBA,Gerald Wallace,497,411,16711,2238,4867,1902,3809,336,1058,1733,2331,640,2591,3231,1238,744,371,994,1137,6545,.460,.499,.318,.494,.743,.555,/players/w/wallage01.html,
1061,2008,2013,TOT,NBA,Rasheed Wallace,243,152,6545,999,2382,670,1389,329,993,303,396,193,1216,1409,314,246,300,218,672,2630,.419,.482,.331,.488,.765,.514,/players/w/wallara01.html,
1062,2017,2017,ATL,NBA,Taurean Waller-Prince,59,10,981,114,285,81,183,33,102,74,94,25,132,157,55,43,27,61,96,335,.400,.443,.324,.458,.787,.513,/players/p/princta02.html,
1063,2008,2013,TOT,NBA,Luke Walton,302,65,4872,512,1231,425,952,87,279,137,200,212,558,770,698,158,47,299,434,1248,.416,.446,.312,.451,.685,.473,/players/w/waltolu01.html,
1064,2014,2014,PHI,NBA,Casper Ware,9,0,116,18,42,11,21,7,21,5,6,0,9,9,10,8,0,5,11,48,.429,.524,.333,.512,.833,.538,/players/w/wareca01.html,
1065,2015,2017,PHO,NBA,T.J. Warren,153,64,3732,737,1469,678,1280,59,189,178,237,223,348,571,144,131,64,116,320,1711,.502,.530,.312,.522,.751,.544,/players/w/warretj01.html,
1066,2011,2011,LAC,NBA,Willie Warren,19,0,134,13,35,8,20,5,15,6,8,1,11,12,27,6,0,8,16,37,.371,.400,.333,.443,.750,.480,/players/w/warrewi01.html,
1067,2008,2013,TOT,NBA,Hakim Warrick,376,63,7748,1302,2687,1281,2585,21,102,999,1389,519,1034,1553,295,161,103,407,624,3624,.485,.496,.206,.488,.719,.549,/players/w/warriha01.html,
1068,2008,2008,SAS,NBA,Darius Washington,18,0,146,21,48,17,36,4,12,7,13,4,16,20,15,5,0,14,16,53,.438,.472,.333,.479,.538,.493,/players/w/washida01.html,
1069,2008,2012,TOT,NBA,Darryl Watkins,14,0,169,12,29,12,29,0,0,11,23,13,26,39,3,7,6,15,22,35,.414,.414,,.414,.478,.447,/players/w/watkida01.html,
1070,2008,2017,TOT,NBA,C.J. Watson,600,104,12093,1516,3617,1045,2354,471,1263,841,1036,218,938,1156,1485,559,67,650,894,4344,.419,.444,.373,.484,.812,.533,/players/w/watsocj01.html,
1071,2008,2014,TOT,NBA,Earl Watson,427,162,9957,956,2322,781,1727,175,595,418,577,243,810,1053,2034,383,86,793,854,2505,.412,.452,.294,.449,.724,.486,/players/w/watsoea01.html,
1072,2013,2014,TOT,NBA,Maalik Wayns,29,1,211,27,90,20,59,7,31,17,19,1,8,9,29,8,0,15,30,78,.300,.339,.226,.339,.895,.397,/players/w/waynsma01.html,
1073,2015,2015,SAC,NBA,David Wear,2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,.000,.000,.000,.000,,.000,/players/w/wearda01.html,
1074,2015,2015,NYK,NBA,Travis Wear,51,1,672,84,209,73,179,11,30,20,26,31,75,106,40,15,11,35,55,199,.402,.408,.367,.428,.769,.451,/players/w/weartr01.html,
1075,2009,2011,TOT,NBA,Kyle Weaver,73,19,1379,134,304,92,185,42,119,53,72,34,124,158,119,55,33,80,97,363,.441,.497,.353,.510,.736,.541,/players/w/weaveky01.html,
1076,2008,2008,GSW,NBA,Chris Webber,9,8,126,15,31,15,31,0,0,5,12,2,30,32,18,4,6,11,17,35,.484,.484,,.484,.417,.482,/players/w/webbech01.html,
1077,2016,2017,TOT,NBA,Briante Weber,27,4,374,39,99,38,84,1,15,14,20,16,35,51,42,21,4,17,28,93,.394,.452,.067,.399,.700,.431,/players/w/weberbr01.html,
1078,2008,2015,TOT,NBA,Martell Webster,437,221,11085,1362,3222,728,1587,634,1635,720,902,280,1161,1441,502,243,127,417,839,4078,.423,.459,.388,.521,.798,.563,/players/w/webstma02.html,
1079,2009,2016,TOT,NBA,Sonny Weems,183,47,3335,514,1106,480,986,34,120,127,181,88,314,402,257,84,28,198,268,1189,.465,.487,.283,.480,.702,.501,/players/w/weemsso01.html,
1080,2008,2008,TOT,NBA,Bonzi Wells,73,7,1562,252,569,240,519,12,50,146,227,84,247,331,97,75,32,103,157,662,.443,.462,.240,.453,.643,.495,/players/w/wellsbo01.html,
1081,2008,2017,TOT,NBA,David West,734,607,22237,4397,8913,4356,8749,41,164,2034,2476,1269,3685,4954,1846,575,629,1292,1752,10869,.493,.498,.250,.496,.821,.543,/players/w/westda01.html,
1082,2008,2012,TOT,NBA,Delonte West,253,133,6698,896,2015,693,1466,203,549,347,426,110,593,703,854,286,91,405,410,2342,.445,.473,.370,.495,.815,.532,/players/w/westde01.html,
1083,2008,2011,TOT,NBA,Mario West,162,9,796,56,125,54,115,2,10,40,71,60,82,142,51,45,8,31,134,154,.448,.470,.200,.456,.563,.493,/players/w/westma02.html,
1084,2009,2017,OKC,NBA,Russell Westbrook,668,651,22786,5239,12093,4533,9835,706,2258,3972,4829,1110,3039,4149,5293,1153,197,2620,1616,15156,.433,.461,.313,.462,.823,.533,/players/w/westbru01.html,
1085,2009,2014,TOT,NBA,D.J. White,138,11,2111,348,687,347,684,1,3,113,157,117,320,437,80,39,57,65,199,810,.507,.507,.333,.507,.720,.536,/players/w/whitedj01.html,
1086,2009,2013,TOT,NBA,James White,61,16,446,53,121,38,78,15,43,11,19,5,43,48,30,14,5,20,46,132,.438,.487,.349,.500,.579,.510,/players/w/whiteja02.html,
1087,2017,2017,MIA,NBA,Okaro White,35,0,471,33,87,21,53,12,34,20,22,25,57,82,21,10,10,18,52,98,.379,.396,.353,.448,.909,.507,/players/w/whiteok01.html,
1088,2014,2014,SAC,NBA,Royce White,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,,.000,,.000,/players/w/whitero03.html,
1089,2017,2017,BRK,NBA,Isaiah Whitehead,73,26,1643,204,508,160,359,44,149,91,113,32,152,184,192,42,36,142,175,543,.402,.446,.295,.445,.805,.487,/players/w/whiteis01.html,
1090,2011,2017,TOT,NBA,Hassan Whiteside,217,152,5891,1210,2069,1210,2069,0,0,522,855,692,1782,2474,93,131,568,354,570,2942,.585,.585,,.585,.611,.602,/players/w/whiteha01.html,
1091,2015,2016,IND,NBA,Shayne Whittington,27,0,149,24,53,23,45,1,8,19,25,15,26,41,9,6,3,10,25,68,.453,.511,.125,.462,.760,.531,/players/w/whittsh01.html,
1092,2015,2017,MIN,NBA,Andrew Wiggins,245,245,8862,1800,4001,1601,3396,199,605,1196,1573,341,652,993,523,246,126,546,538,4995,.450,.471,.329,.475,.760,.532,/players/w/wiggian01.html,
1093,2015,2017,TOT,NBA,C.J. Wilcox,66,0,376,50,135,31,78,19,57,13,16,6,25,31,30,15,4,18,30,132,.370,.397,.333,.441,.813,.465,/players/w/wilcocj01.html,
1094,2008,2013,TOT,NBA,Chris Wilcox,304,111,5535,942,1710,942,1701,0,9,378,626,454,946,1400,211,157,118,323,709,2262,.551,.554,.000,.551,.604,.570,/players/w/wilcoch01.html,
1095,2008,2013,TOT,NBA,Damien Wilkins,370,99,6757,803,1913,682,1541,121,372,401,538,241,618,859,498,243,91,302,582,2128,.420,.443,.325,.451,.745,.495,/players/w/wilkida02.html,
1096,2008,2010,TOT,NBA,Mike Wilks,19,0,247,23,48,18,37,5,11,6,8,6,17,23,18,9,0,13,18,57,.479,.486,.455,.531,.750,.553,/players/w/wilksmi01.html,
1097,2008,2008,LAC,NBA,Aaron Williams,30,5,297,27,55,27,55,0,0,14,18,15,46,61,9,12,15,13,44,68,.491,.491,,.491,.778,.540,/players/w/williaa01.html,
1098,2016,2017,PHO,NBA,Alan Williams,57,0,776,148,291,148,290,0,1,79,126,108,222,330,28,31,37,43,140,375,.509,.510,.000,.509,.627,.541,/players/w/willial03.html,
1099,2008,2017,TOT,NBA,Deron Williams,685,644,23608,4041,9076,3036,6254,1005,2822,2556,3071,277,1881,2158,5715,729,176,2011,1645,11643,.445,.485,.356,.501,.832,.558,/players/w/willide01.html,
1100,2012,2017,TOT,NBA,Derrick Williams,426,112,8855,1328,3060,1077,2224,251,836,900,1267,351,1341,1692,293,199,108,399,532,3807,.434,.484,.300,.475,.710,.526,/players/w/willide02.html,
1101,2012,2016,TOT,NBA,Elliot Williams,109,2,1470,193,458,139,284,54,174,97,145,38,123,161,94,45,6,78,158,537,.421,.489,.310,.480,.669,.515,/players/w/williel01.html,
1102,2008,2011,TOT,NBA,Jason Williams,176,71,3884,422,1043,231,509,191,534,100,121,22,264,286,657,147,9,196,166,1135,.405,.454,.358,.496,.826,.518,/players/w/willija02.html,
1103,2009,2011,CLE,NBA,Jawad Williams,90,7,1153,127,344,82,200,45,144,41,57,24,109,133,56,22,8,35,109,340,.369,.410,.313,.435,.719,.461,/players/w/willija04.html,
1104,2012,2012,NJN,NBA,Jordan Williams,43,5,635,77,152,77,152,0,0,43,66,66,90,156,11,21,15,23,61,197,.507,.507,,.507,.652,.544,/players/w/willijo03.html,
1105,2008,2008,TOT,NBA,Justin Williams,23,0,123,13,29,13,29,0,0,8,26,20,29,49,0,5,5,4,17,34,.448,.448,,.448,.308,.420,/players/w/williju01.html,
1106,2008,2017,TOT,NBA,Lou Williams,691,90,17603,3084,7405,2149,4704,935,2701,2604,3132,263,1286,1549,2155,665,140,1089,1008,9707,.416,.457,.346,.480,.831,.553,/players/w/willilo02.html,
1107,2008,2010,TOT,NBA,Marcus Williams,124,8,1780,219,581,139,352,80,229,76,108,27,171,198,314,58,5,153,101,594,.377,.395,.349,.446,.704,.473,/players/w/willima03.html,
1108,2008,2009,TOT,NBA,Marcus Williams,13,0,39,7,22,7,22,0,0,0,0,4,8,12,3,1,1,0,4,14,.318,.318,,.318,,.318,/players/w/willima04.html,
1109,2008,2017,TOT,NBA,Marvin Williams,718,604,20760,2735,6153,2035,4200,700,1953,1441,1770,890,2976,3866,941,561,394,665,1362,7611,.444,.485,.358,.501,.814,.549,/players/w/willima02.html,
1110,2008,2016,TOT,NBA,Mo Williams,555,365,16843,2878,6608,1978,4274,900,2334,1128,1280,250,1226,1476,2784,482,95,1294,1350,7784,.436,.463,.386,.504,.881,.543,/players/w/willima01.html,
1111,2010,2017,TOT,NBA,Reggie Williams,206,32,3736,599,1313,400,768,199,545,201,268,105,388,493,301,88,13,142,241,1598,.456,.521,.365,.532,.750,.558,/players/w/willire02.html,
1112,2008,2012,TOT,NBA,Sean Williams,137,29,1978,229,448,229,447,0,1,123,197,183,289,472,47,47,162,120,324,581,.511,.512,.000,.511,.624,.543,/players/w/willise01.html,
1113,2008,2015,TOT,NBA,Shawne Williams,268,55,4812,575,1452,319,692,256,760,183,237,214,648,862,198,121,148,173,587,1589,.396,.461,.337,.484,.772,.511,/players/w/willish03.html,
1114,2008,2012,TOT,NBA,Shelden Williams,280,73,4072,424,911,424,906,0,5,326,445,398,729,1127,119,127,125,208,534,1174,.465,.468,.000,.465,.733,.530,/players/w/willish02.html,
1115,2010,2013,TOT,NBA,Terrence Williams,153,9,2922,437,1061,379,878,58,183,153,232,67,478,545,364,83,19,222,199,1085,.412,.432,.317,.439,.659,.466,/players/w/willite01.html,
1116,2017,2017,TOT,NBA,Troy Williams,30,16,557,73,167,55,105,18,62,21,32,15,54,69,25,27,10,32,60,185,.437,.524,.290,.491,.656,.511,/players/w/willitr02.html,
1117,2017,2017,HOU,NBA,Kyle Wiltjer,14,0,44,4,14,0,1,4,13,1,2,4,6,10,2,3,1,5,4,13,.286,.000,.308,.429,.500,.437,/players/w/wiltjky01.html,
1118,2016,2017,MIA,NBA,Justise Winslow,96,23,2857,275,687,236,536,39,151,109,164,104,393,497,183,94,32,128,236,698,.400,.440,.258,.429,.665,.460,/players/w/winslju01.html,
1119,2014,2017,TOT,NBA,Jeff Withey,197,15,2033,243,458,243,454,0,4,165,230,180,328,508,64,56,153,74,226,651,.531,.535,.000,.531,.717,.582,/players/w/witheje01.html,
1120,2014,2015,TOT,NBA,Nate Wolters,79,31,1556,190,446,172,377,18,69,61,96,41,142,183,208,43,17,70,85,459,.426,.456,.261,.446,.635,.470,/players/w/woltena01.html,
1121,2016,2017,TOT,NBA,Christian Wood,30,0,252,34,76,30,60,4,16,24,36,27,40,67,5,8,13,9,22,96,.447,.500,.250,.474,.667,.523,/players/w/woodch01.html,
1122,2008,2008,HOU,NBA,Loren Woods,7,0,17,3,5,3,5,0,0,0,0,0,1,1,2,0,0,0,2,6,.600,.600,,.600,,.600,/players/w/woodslo01.html,
1123,2008,2017,TOT,NBA,Metta World Peace,513,387,15027,2064,5072,1390,3162,674,1910,883,1252,579,1464,2043,1144,715,209,707,1124,5685,.407,.440,.353,.473,.705,.506,/players/a/artesro01.html,
1124,2008,2011,TOT,NBA,Antoine Wright,195,73,4207,478,1167,343,731,135,436,170,239,111,365,476,228,105,59,163,436,1261,.410,.469,.310,.467,.711,.496,/players/w/wrighan01.html,
1125,2008,2017,TOT,NBA,Brandan Wright,400,61,6568,1212,1993,1212,1981,0,12,413,611,553,912,1465,186,185,399,194,542,2837,.608,.612,.000,.608,.676,.627,/players/w/wrighbr03.html,
1126,2012,2014,TOT,NBA,Chris Wright,32,1,312,44,80,44,79,0,1,30,46,29,36,65,9,14,18,13,39,118,.550,.557,.000,.550,.652,.589,/players/w/wrighch01.html,
1127,2013,2013,DAL,NBA,Chris Wright,3,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,.500,.500,,.500,,.500,/players/w/wrighch02.html,
1128,2016,2017,TOR,NBA,Delon Wright,54,1,675,85,196,70,153,15,43,68,90,24,61,85,88,35,14,41,38,253,.434,.458,.349,.472,.756,.537,/players/w/wrighde01.html,
1129,2008,2015,TOT,NBA,Dorell Wright,460,201,10829,1472,3490,863,1843,609,1647,586,722,333,1455,1788,744,370,224,393,664,4139,.422,.468,.370,.509,.812,.544,/players/w/wrighdo01.html,
1130,2008,2011,TOT,NBA,Julian Wright,231,40,3049,397,795,381,734,16,61,97,166,184,347,531,182,132,69,164,182,907,.499,.519,.262,.509,.584,.522,/players/w/wrighju01.html,
1131,2008,2009,TOT,NBA,Lorenzen Wright,35,3,286,16,48,16,48,0,0,6,14,15,48,63,7,7,8,13,48,38,.333,.333,,.333,.429,.351,/players/w/wrighlo02.html,
1132,2013,2016,TOT,NBA,Tony Wroten,145,34,3076,575,1393,491,1030,84,363,370,572,106,257,363,437,137,28,375,268,1604,.413,.477,.231,.443,.647,.488,/players/w/wroteto01.html,
1133,2015,2017,BOS,NBA,James Young,89,0,751,72,196,37,69,35,127,23,42,19,75,94,26,24,5,14,54,202,.367,.536,.276,.457,.548,.471,/players/y/youngja01.html,
1134,2016,2017,IND,NBA,Joe Young,74,0,519,88,241,73,172,15,69,31,40,7,60,67,80,19,0,38,35,222,.365,.424,.217,.396,.775,.429,/players/y/youngjo01.html,
1135,2008,2017,TOT,NBA,Nick Young,636,193,14989,2690,6423,1777,3993,913,2430,1311,1571,240,1061,1301,649,356,127,670,1212,7604,.419,.445,.376,.490,.835,.534,/players/y/youngni01.html,
1136,2010,2013,TOT,NBA,Sam Young,249,52,3966,560,1266,511,1091,49,175,267,360,163,410,573,180,134,57,204,311,1436,.442,.468,.280,.462,.742,.504,/players/y/youngsa01.html,
1137,2008,2017,TOT,NBA,Thaddeus Young,739,509,22594,4326,8656,4028,7746,298,910,1115,1641,1461,2903,4364,1134,1057,295,1065,1613,10065,.500,.520,.327,.517,.679,.537,/players/y/youngth01.html,
1138,2009,2009,LAL,NBA,Sun Yue,10,0,28,3,11,3,5,0,6,0,0,0,0,0,2,1,1,3,10,6,.273,.600,.000,.273,,.273,/players/y/yuesu01.html,
1139,2014,2017,TOT,NBA,Cody Zeller,279,166,6402,828,1657,826,1644,2,13,581,792,488,1087,1575,362,193,211,282,719,2239,.500,.502,.154,.500,.734,.558,/players/z/zelleco01.html,
1140,2013,2013,PHO,NBA,Luke Zeller,16,0,58,9,26,8,21,1,5,0,0,1,9,10,3,0,0,0,5,19,.346,.381,.200,.365,,.365,/players/z/zellelu01.html,
1141,2013,2017,TOT,NBA,Tyler Zeller,340,131,6048,957,1916,957,1910,0,6,470,611,513,974,1487,316,88,203,297,751,2384,.499,.501,.000,.499,.769,.546,/players/z/zellety01.html,
1142,2017,2017,ORL,NBA,Stephen Zimmerman,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,.323,.323,,.323,.600,.346,/players/z/zimmest01.html,
1143,2017,2017,CHI,NBA,Paul Zipser,44,18,843,88,221,55,122,33,99,31,40,15,110,125,36,15,16,40,78,240,.398,.451,.333,.473,.775,.503,/players/z/zipsepa01.html,
